a[0]=12,temp_max=12
a[6257]=12,temp_max=77184
a[6258]=12,temp_max=77196
a[6259]=13,temp_max=77209
a[6260]=13,temp_max=77222
a[6261]=12,temp_max=77234
a[6262]=12,temp_max=77246
a[6263]=13,temp_max=77259
a[6264]=13,temp_max=77272
a[6265]=13,temp_max=77285
a[6266]=12,temp_max=77297
a[6267]=13,temp_max=77310
a[6268]=13,temp_max=77323
a[6269]=12,temp_max=77335
a[6270]=10,temp_max=77345
a[6271]=13,temp_max=77358
a[6272]=13,temp_max=77371
a[6273]=12,temp_max=77383
a[6274]=13,temp_max=77396
a[6275]=13,temp_max=77409
a[6276]=12,temp_max=77421
a[6277]=13,temp_max=77434
a[6278]=10,temp_max=77444
a[6279]=12,temp_max=77456
a[6280]=13,temp_max=77469
a[6281]=12,temp_max=77481
a[6282]=12,temp_max=77493
a[6283]=12,temp_max=77505
a[6284]=10,temp_max=77515
a[6285]=13,temp_max=77528
a[6286]=10,temp_max=77538
a[6287]=13,temp_max=77551
a[6288]=10,temp_max=77561
a[6289]=10,temp_max=77571
a[6290]=13,temp_max=77584
a[6291]=13,temp_max=77597
a[6292]=13,temp_max=77610
a[6293]=10,temp_max=77620
a[6294]=13,temp_max=77633
a[6295]=13,temp_max=77646
a[6296]=12,temp_max=77658
a[6297]=13,temp_max=77671
a[6298]=10,temp_max=77681
a[6299]=13,temp_max=77694
a[6300]=13,temp_max=77707
a[6301]=12,temp_max=77719
a[6302]=13,temp_max=77732
a[6303]=12,temp_max=77744
a[6304]=10,temp_max=77754
a[6305]=13,temp_max=77767
a[6306]=13,temp_max=77780
a[6307]=10,temp_max=77790
a[6308]=12,temp_max=77802
a[6309]=13,temp_max=77815
a[6310]=13,temp_max=77828
a[6311]=13,temp_max=77841
a[6312]=12,temp_max=77853
a[6313]=12,temp_max=77865
a[6314]=13,temp_max=77878
a[6315]=13,temp_max=77891
a[6316]=13,temp_max=77904
a[6317]=10,temp_max=77914
a[6318]=13,temp_max=77927
a[6319]=13,temp_max=77940
a[6320]=12,temp_max=77952
a[6321]=13,temp_max=77965
a[6322]=13,temp_max=77978
a[6323]=13,temp_max=77991
a[6324]=10,temp_max=78001
a[6325]=10,temp_max=78011
a[6326]=13,temp_max=78024
a[6327]=13,temp_max=78037
a[6328]=12,temp_max=78049
a[6329]=12,temp_max=78061
a[6330]=13,temp_max=78074
a[6331]=13,temp_max=78087
a[6332]=10,temp_max=78097
a[6333]=13,temp_max=78110
a[6334]=13,temp_max=78123
a[6335]=13,temp_max=78136
a[6336]=13,temp_max=78149
a[6337]=13,temp_max=78162
a[6338]=12,temp_max=78174
a[6339]=10,temp_max=78184
a[6340]=13,temp_max=78197
a[6341]=12,temp_max=78209
a[6342]=13,temp_max=78222
a[6343]=13,temp_max=78235
a[6344]=13,temp_max=78248
a[6345]=12,temp_max=78260
a[6346]=13,temp_max=78273
a[6347]=13,temp_max=78286
a[6348]=13,temp_max=78299
a[6349]=13,temp_max=78312
a[6350]=13,temp_max=78325
a[6351]=13,temp_max=78338
a[6352]=10,temp_max=78348
a[6353]=12,temp_max=78360
a[6354]=10,temp_max=78370
a[6355]=10,temp_max=78380
a[6356]=10,temp_max=78390
a[6357]=13,temp_max=78403
a[6358]=10,temp_max=78413
a[6359]=13,temp_max=78426
a[6360]=13,temp_max=78439
a[6361]=12,temp_max=78451
a[6362]=13,temp_max=78464
a[6363]=12,temp_max=78476
a[6364]=12,temp_max=78488
a[6365]=13,temp_max=78501
a[6366]=13,temp_max=78514
a[6367]=12,temp_max=78526
a[6368]=13,temp_max=78539
a[6369]=12,temp_max=78551
a[6370]=10,temp_max=78561
a[6371]=13,temp_max=78574
a[6372]=13,temp_max=78587
a[6373]=12,temp_max=78599
a[6374]=12,temp_max=78611
a[6375]=12,temp_max=78623
a[6376]=13,temp_max=78636
a[6377]=13,temp_max=78649
a[6378]=13,temp_max=78662
a[6379]=10,temp_max=78672
a[6380]=13,temp_max=78685
a[6381]=13,temp_max=78698
a[6382]=10,temp_max=78708
a[6383]=12,temp_max=78720
a[6384]=13,temp_max=78733
a[6385]=13,temp_max=78746
a[6386]=13,temp_max=78759
a[6387]=13,temp_max=78772
a[6388]=10,temp_max=78782
a[6389]=10,temp_max=78792
a[6390]=12,temp_max=78804
a[6391]=13,temp_max=78817
a[6392]=13,temp_max=78830
a[6393]=12,temp_max=78842
a[6394]=13,temp_max=78855
a[6395]=13,temp_max=78868
a[6396]=13,temp_max=78881
a[6397]=10,temp_max=78891
a[6398]=13,temp_max=78904
a[6399]=12,temp_max=78916
a[6400]=13,temp_max=78929
a[6401]=13,temp_max=78942
a[6402]=12,temp_max=78954
a[6403]=10,temp_max=78964
a[6404]=12,temp_max=78976
a[6405]=10,temp_max=78986
a[6406]=13,temp_max=78999
a[6407]=13,temp_max=79012
a[6408]=13,temp_max=79025
a[6409]=10,temp_max=79035
a[6410]=13,temp_max=79048
a[6411]=13,temp_max=79061
a[6412]=13,temp_max=79074
a[6413]=10,temp_max=79084
a[6414]=13,temp_max=79097
a[6415]=13,temp_max=79110
a[6416]=13,temp_max=79123
a[6417]=13,temp_max=79136
a[6418]=13,temp_max=79149
a[6419]=10,temp_max=79159
a[6420]=13,temp_max=79172
a[6421]=12,temp_max=79184
a[6422]=13,temp_max=79197
a[6423]=12,temp_max=79209
a[6424]=13,temp_max=79222
a[6425]=13,temp_max=79235
a[6426]=13,temp_max=79248
a[6427]=13,temp_max=79261
a[6428]=10,temp_max=79271
a[6429]=12,temp_max=79283
a[6430]=13,temp_max=79296
a[6431]=10,temp_max=79306
a[6432]=12,temp_max=79318
a[6433]=13,temp_max=79331
a[6434]=13,temp_max=79344
a[6435]=13,temp_max=79357
a[6436]=13,temp_max=79370
a[6437]=13,temp_max=79383
a[6438]=13,temp_max=79396
a[6439]=13,temp_max=79409
a[6440]=13,temp_max=79422
a[6441]=12,temp_max=79434
a[6442]=13,temp_max=79447
a[6443]=13,temp_max=79460
a[6444]=13,temp_max=79473
a[6445]=13,temp_max=79486
a[6446]=12,temp_max=79498
a[6447]=13,temp_max=79511
a[6448]=12,temp_max=79523
a[6449]=12,temp_max=79535
a[6450]=12,temp_max=79547
a[6451]=13,temp_max=79560
a[6452]=13,temp_max=79573
a[6453]=13,temp_max=79586
a[6454]=12,temp_max=79598
a[6455]=10,temp_max=79608
a[6456]=13,temp_max=79621
a[6457]=13,temp_max=79634
a[6458]=10,temp_max=79644
a[6459]=13,temp_max=79657
a[6460]=13,temp_max=79670
a[6461]=12,temp_max=79682
a[6462]=10,temp_max=79692
a[6463]=13,temp_max=79705
a[6464]=12,temp_max=79717
a[6465]=13,temp_max=79730
a[6466]=10,temp_max=79740
a[6467]=12,temp_max=79752
a[6468]=13,temp_max=79765
a[6469]=10,temp_max=79775
a[6470]=13,temp_max=79788
a[6471]=13,temp_max=79801
a[6472]=12,temp_max=79813
a[6473]=10,temp_max=79823
a[6474]=13,temp_max=79836
a[6475]=13,temp_max=79849
a[6476]=13,temp_max=79862
a[6477]=12,temp_max=79874
a[6478]=13,temp_max=79887
a[6479]=13,temp_max=79900
a[6480]=13,temp_max=79913
a[6481]=12,temp_max=79925
a[6482]=13,temp_max=79938
a[6483]=12,temp_max=79950
a[6484]=13,temp_max=79963
a[6485]=13,temp_max=79976
a[6486]=12,temp_max=79988
a[6487]=13,temp_max=80001
a[6488]=10,temp_max=80011
a[6489]=13,temp_max=80024
a[6490]=12,temp_max=80036
a[6491]=13,temp_max=80049
a[6492]=13,temp_max=80062
a[6493]=10,temp_max=80072
a[6494]=10,temp_max=80082
a[6495]=12,temp_max=80094
a[6496]=13,temp_max=80107
a[6497]=10,temp_max=80117
a[6498]=13,temp_max=80130
a[6499]=13,temp_max=80143
a[6500]=13,temp_max=80156
a[6501]=13,temp_max=80169
a[6502]=10,temp_max=80179
a[6503]=12,temp_max=80191
a[6504]=13,temp_max=80204
a[6505]=12,temp_max=80216
a[6506]=12,temp_max=80228
a[6507]=13,temp_max=80241
a[6508]=13,temp_max=80254
a[6509]=13,temp_max=80267
a[6510]=10,temp_max=80277
a[6511]=13,temp_max=80290
a[6512]=13,temp_max=80303
a[6513]=10,temp_max=80313
a[6514]=13,temp_max=80326
a[6515]=13,temp_max=80339
a[6516]=12,temp_max=80351
a[6517]=12,temp_max=80363
a[6518]=13,temp_max=80376
a[6519]=13,temp_max=80389
a[6520]=10,temp_max=80399
a[6521]=13,temp_max=80412
a[6522]=13,temp_max=80425
a[6523]=13,temp_max=80438
a[6524]=13,temp_max=80451
a[6525]=13,temp_max=80464
a[6526]=13,temp_max=80477
a[6527]=13,temp_max=80490
a[6528]=13,temp_max=80503
a[6529]=13,temp_max=80516
a[6530]=12,temp_max=80528
a[6531]=13,temp_max=80541
a[6532]=13,temp_max=80554
a[6533]=13,temp_max=80567
a[6534]=13,temp_max=80580
a[6535]=13,temp_max=80593
a[6536]=13,temp_max=80606
a[6537]=13,temp_max=80619
a[6538]=13,temp_max=80632
a[6539]=13,temp_max=80645
a[6540]=13,temp_max=80658
a[6541]=12,temp_max=80670
a[6542]=13,temp_max=80683
a[6543]=13,temp_max=80696
a[6544]=13,temp_max=80709
a[6545]=13,temp_max=80722
a[6546]=13,temp_max=80735
a[6547]=12,temp_max=80747
a[6548]=13,temp_max=80760
a[6549]=10,temp_max=80770
a[6550]=13,temp_max=80783
a[6551]=13,temp_max=80796
a[6552]=13,temp_max=80809
a[6553]=13,temp_max=80822
a[6554]=12,temp_max=80834
a[6555]=13,temp_max=80847
a[6556]=13,temp_max=80860
a[6557]=13,temp_max=80873
a[6558]=13,temp_max=80886
a[6559]=12,temp_max=80898
a[6560]=13,temp_max=80911
a[6561]=13,temp_max=80924
a[6562]=13,temp_max=80937
a[6563]=13,temp_max=80950
a[6564]=12,temp_max=80962
a[6565]=13,temp_max=80975
a[6566]=13,temp_max=80988
a[6567]=10,temp_max=80998
a[6568]=12,temp_max=81010
a[6569]=13,temp_max=81023
a[6570]=13,temp_max=81036
a[6571]=13,temp_max=81049
a[6572]=13,temp_max=81062
a[6573]=12,temp_max=81074
a[6574]=13,temp_max=81087
a[6575]=13,temp_max=81100
a[6576]=12,temp_max=81112
a[6577]=13,temp_max=81125
a[6578]=10,temp_max=81135
a[6579]=13,temp_max=81148
a[6580]=13,temp_max=81161
a[6581]=13,temp_max=81174
a[6582]=12,temp_max=81186
a[6583]=12,temp_max=81198
a[6584]=13,temp_max=81211
a[6585]=10,temp_max=81221
a[6586]=12,temp_max=81233
a[6587]=13,temp_max=81246
a[6588]=12,temp_max=81258
a[6589]=13,temp_max=81271
a[6590]=13,temp_max=81284
a[6591]=10,temp_max=81294
a[6592]=13,temp_max=81307
a[6593]=13,temp_max=81320
a[6594]=13,temp_max=81333
a[6595]=12,temp_max=81345
a[6596]=13,temp_max=81358
a[6597]=13,temp_max=81371
a[6598]=12,temp_max=81383
a[6599]=13,temp_max=81396
a[6600]=13,temp_max=81409
a[6601]=13,temp_max=81422
a[6602]=13,temp_max=81435
a[6603]=12,temp_max=81447
a[6604]=12,temp_max=81459
a[6605]=13,temp_max=81472
a[6606]=13,temp_max=81485
a[6607]=13,temp_max=81498
a[6608]=13,temp_max=81511
a[6609]=12,temp_max=81523
a[6610]=13,temp_max=81536
a[6611]=13,temp_max=81549
a[6612]=13,temp_max=81562
a[6613]=10,temp_max=81572
a[6614]=13,temp_max=81585
a[6615]=10,temp_max=81595
a[6616]=13,temp_max=81608
a[6617]=13,temp_max=81621
a[6618]=10,temp_max=81631
a[6619]=12,temp_max=81643
a[6620]=12,temp_max=81655
a[6621]=13,temp_max=81668
a[6622]=13,temp_max=81681
a[6623]=13,temp_max=81694
a[6624]=10,temp_max=81704
a[6625]=10,temp_max=81714
a[6626]=13,temp_max=81727
a[6627]=12,temp_max=81739
a[6628]=13,temp_max=81752
a[6629]=12,temp_max=81764
a[6630]=13,temp_max=81777
a[6631]=12,temp_max=81789
a[6632]=13,temp_max=81802
a[6633]=12,temp_max=81814
a[6634]=13,temp_max=81827
a[6635]=10,temp_max=81837
a[6636]=12,temp_max=81849
a[6637]=12,temp_max=81861
a[6638]=13,temp_max=81874
a[6639]=13,temp_max=81887
a[6640]=10,temp_max=81897
a[6641]=12,temp_max=81909
a[6642]=13,temp_max=81922
a[6643]=13,temp_max=81935
a[6644]=13,temp_max=81948
a[6645]=13,temp_max=81961
a[6646]=13,temp_max=81974
a[6647]=13,temp_max=81987
a[6648]=13,temp_max=82000
a[6649]=12,temp_max=82012
a[6650]=13,temp_max=82025
a[6651]=10,temp_max=82035
a[6652]=12,temp_max=82047
a[6653]=13,temp_max=82060
a[6654]=12,temp_max=82072
a[6655]=13,temp_max=82085
a[6656]=13,temp_max=82098
a[6657]=13,temp_max=82111
a[6658]=13,temp_max=82124
a[6659]=13,temp_max=82137
a[6660]=13,temp_max=82150
a[6661]=12,temp_max=82162
a[6662]=13,temp_max=82175
a[6663]=12,temp_max=82187
a[6664]=12,temp_max=82199
a[6665]=13,temp_max=82212
a[6666]=13,temp_max=82225
a[6667]=13,temp_max=82238
a[6668]=12,temp_max=82250
a[6669]=12,temp_max=82262
a[6670]=12,temp_max=82274
a[6671]=13,temp_max=82287
a[6672]=12,temp_max=82299
a[6673]=13,temp_max=82312
a[6674]=13,temp_max=82325
a[6675]=10,temp_max=82335
a[6676]=10,temp_max=82345
a[6677]=13,temp_max=82358
a[6678]=13,temp_max=82371
a[6679]=13,temp_max=82384
a[6680]=13,temp_max=82397
a[6681]=13,temp_max=82410
a[6682]=13,temp_max=82423
a[6683]=13,temp_max=82436
a[6684]=10,temp_max=82446
a[6685]=13,temp_max=82459
a[6686]=13,temp_max=82472
a[6687]=13,temp_max=82485
a[6688]=12,temp_max=82497
a[6689]=12,temp_max=82509
a[6690]=10,temp_max=82519
a[6691]=12,temp_max=82531
a[6692]=12,temp_max=82543
a[6693]=13,temp_max=82556
a[6694]=13,temp_max=82569
a[6695]=10,temp_max=82579
a[6696]=10,temp_max=82589
a[6697]=13,temp_max=82602
a[6698]=13,temp_max=82615
a[6699]=13,temp_max=82628
a[6700]=12,temp_max=82640
a[6701]=10,temp_max=82650
a[6702]=13,temp_max=82663
a[6703]=13,temp_max=82676
a[6704]=10,temp_max=82686
a[6705]=13,temp_max=82699
a[6706]=13,temp_max=82712
a[6707]=12,temp_max=82724
a[6708]=13,temp_max=82737
a[6709]=13,temp_max=82750
a[6710]=13,temp_max=82763
a[6711]=13,temp_max=82776
a[6712]=12,temp_max=82788
a[6713]=12,temp_max=82800
a[6714]=13,temp_max=82813
a[6715]=10,temp_max=82823
a[6716]=12,temp_max=82835
a[6717]=13,temp_max=82848
a[6718]=13,temp_max=82861
a[6719]=13,temp_max=82874
a[6720]=13,temp_max=82887
a[6721]=13,temp_max=82900
a[6722]=13,temp_max=82913
a[6723]=13,temp_max=82926
a[6724]=13,temp_max=82939
a[6725]=13,temp_max=82952
a[6726]=13,temp_max=82965
a[6727]=12,temp_max=82977
a[6728]=13,temp_max=82990
a[6729]=13,temp_max=83003
a[6730]=12,temp_max=83015
a[6731]=13,temp_max=83028
a[6732]=13,temp_max=83041
a[6733]=13,temp_max=83054
a[6734]=12,temp_max=83066
a[6735]=12,temp_max=83078
a[6736]=12,temp_max=83090
a[6737]=13,temp_max=83103
a[6738]=13,temp_max=83116
a[6739]=13,temp_max=83129
a[6740]=13,temp_max=83142
a[6741]=13,temp_max=83155
a[6742]=13,temp_max=83168
a[6743]=12,temp_max=83180
a[6744]=13,temp_max=83193
a[6745]=13,temp_max=83206
a[6746]=12,temp_max=83218
a[6747]=13,temp_max=83231
a[6748]=13,temp_max=83244
a[6749]=12,temp_max=83256
a[6750]=13,temp_max=83269
a[6751]=12,temp_max=83281
a[6752]=13,temp_max=83294
a[6753]=10,temp_max=83304
a[6754]=12,temp_max=83316
a[6755]=13,temp_max=83329
a[6756]=10,temp_max=83339
a[6757]=13,temp_max=83352
a[6758]=13,temp_max=83365
a[6759]=13,temp_max=83378
a[6760]=13,temp_max=83391
a[6761]=13,temp_max=83404
a[6762]=13,temp_max=83417
a[6763]=13,temp_max=83430
a[6764]=13,temp_max=83443
a[6765]=13,temp_max=83456
a[6766]=13,temp_max=83469
a[6767]=12,temp_max=83481
a[6768]=10,temp_max=83491
a[6769]=12,temp_max=83503
a[6770]=10,temp_max=83513
a[6771]=13,temp_max=83526
a[6772]=12,temp_max=83538
a[6773]=12,temp_max=83550
a[6774]=13,temp_max=83563
a[6775]=12,temp_max=83575
a[6776]=13,temp_max=83588
a[6777]=10,temp_max=83598
a[6778]=13,temp_max=83611
a[6779]=12,temp_max=83623
a[6780]=12,temp_max=83635
a[6781]=13,temp_max=83648
a[6782]=10,temp_max=83658
a[6783]=13,temp_max=83671
a[6784]=13,temp_max=83684
a[6785]=13,temp_max=83697
a[6786]=12,temp_max=83709
a[6787]=13,temp_max=83722
a[6788]=13,temp_max=83735
a[6789]=10,temp_max=83745
a[6790]=13,temp_max=83758
a[6791]=13,temp_max=83771
a[6792]=13,temp_max=83784
a[6793]=13,temp_max=83797
a[6794]=12,temp_max=83809
a[6795]=13,temp_max=83822
a[6796]=12,temp_max=83834
a[6797]=10,temp_max=83844
a[6798]=13,temp_max=83857
a[6799]=13,temp_max=83870
a[6800]=13,temp_max=83883
a[6801]=13,temp_max=83896
a[6802]=13,temp_max=83909
a[6803]=10,temp_max=83919
a[6804]=13,temp_max=83932
a[6805]=10,temp_max=83942
a[6806]=13,temp_max=83955
a[6807]=13,temp_max=83968
a[6808]=13,temp_max=83981
a[6809]=13,temp_max=83994
a[6810]=13,temp_max=84007
a[6811]=13,temp_max=84020
a[6812]=10,temp_max=84030
a[6813]=13,temp_max=84043
a[6814]=13,temp_max=84056
a[6815]=13,temp_max=84069
a[6816]=12,temp_max=84081
a[6817]=12,temp_max=84093
a[6818]=13,temp_max=84106
a[6819]=12,temp_max=84118
a[6820]=10,temp_max=84128
a[6821]=10,temp_max=84138
a[6822]=12,temp_max=84150
a[6823]=13,temp_max=84163
a[6824]=13,temp_max=84176
a[6825]=12,temp_max=84188
a[6826]=10,temp_max=84198
a[6827]=12,temp_max=84210
a[6828]=12,temp_max=84222
a[6829]=13,temp_max=84235
a[6830]=12,temp_max=84247
a[6831]=13,temp_max=84260
a[6832]=10,temp_max=84270
a[6833]=13,temp_max=84283
a[6834]=12,temp_max=84295
a[6835]=13,temp_max=84308
a[6836]=13,temp_max=84321
a[6837]=13,temp_max=84334
a[6838]=10,temp_max=84344
a[6839]=13,temp_max=84357
a[6840]=10,temp_max=84367
a[6841]=12,temp_max=84379
a[6842]=10,temp_max=84389
a[6843]=12,temp_max=84401
a[6844]=10,temp_max=84411
a[6845]=12,temp_max=84423
a[6846]=12,temp_max=84435
a[6847]=10,temp_max=84445
a[6848]=13,temp_max=84458
a[6849]=13,temp_max=84471
a[6850]=13,temp_max=84484
a[6851]=13,temp_max=84497
a[6852]=13,temp_max=84510
a[6853]=13,temp_max=84523
a[6854]=10,temp_max=84533
a[6855]=10,temp_max=84543
a[6856]=13,temp_max=84556
a[6857]=13,temp_max=84569
a[6858]=13,temp_max=84582
a[6859]=12,temp_max=84594
a[6860]=13,temp_max=84607
a[6861]=10,temp_max=84617
a[6862]=13,temp_max=84630
a[6863]=13,temp_max=84643
a[6864]=13,temp_max=84656
a[6865]=13,temp_max=84669
a[6866]=13,temp_max=84682
a[6867]=10,temp_max=84692
a[6868]=13,temp_max=84705
a[6869]=12,temp_max=84717
a[6870]=12,temp_max=84729
a[6871]=13,temp_max=84742
a[6872]=13,temp_max=84755
a[6873]=13,temp_max=84768
a[6874]=13,temp_max=84781
a[6875]=13,temp_max=84794
a[6876]=12,temp_max=84806
a[6877]=13,temp_max=84819
a[6878]=13,temp_max=84832
a[6879]=12,temp_max=84844
a[6880]=13,temp_max=84857
a[6881]=13,temp_max=84870
a[6882]=13,temp_max=84883
a[6883]=13,temp_max=84896
a[6884]=10,temp_max=84906
a[6885]=10,temp_max=84916
a[6886]=13,temp_max=84929
a[6887]=13,temp_max=84942
a[6888]=13,temp_max=84955
a[6889]=10,temp_max=84965
a[6890]=13,temp_max=84978
a[6891]=12,temp_max=84990
a[6892]=12,temp_max=85002
a[6893]=13,temp_max=85015
a[6894]=13,temp_max=85028
a[6895]=13,temp_max=85041
a[6896]=13,temp_max=85054
a[6897]=10,temp_max=85064
a[6898]=13,temp_max=85077
a[6899]=12,temp_max=85089
a[6900]=12,temp_max=85101
a[6901]=13,temp_max=85114
a[6902]=12,temp_max=85126
a[6903]=13,temp_max=85139
a[6904]=13,temp_max=85152
a[6905]=12,temp_max=85164
a[6906]=13,temp_max=85177
a[6907]=12,temp_max=85189
a[6908]=13,temp_max=85202
a[6909]=10,temp_max=85212
a[6910]=13,temp_max=85225
a[6911]=10,temp_max=85235
a[6912]=10,temp_max=85245
a[6913]=13,temp_max=85258
a[6914]=13,temp_max=85271
a[6915]=13,temp_max=85284
a[6916]=13,temp_max=85297
a[6917]=12,temp_max=85309
a[6918]=13,temp_max=85322
a[6919]=13,temp_max=85335
a[6920]=10,temp_max=85345
a[6921]=13,temp_max=85358
a[6922]=13,temp_max=85371
a[6923]=13,temp_max=85384
a[6924]=10,temp_max=85394
a[6925]=10,temp_max=85404
a[6926]=10,temp_max=85414
a[6927]=10,temp_max=85424
a[6928]=13,temp_max=85437
a[6929]=12,temp_max=85449
a[6930]=13,temp_max=85462
a[6931]=12,temp_max=85474
a[6932]=12,temp_max=85486
a[6933]=13,temp_max=85499
a[6934]=12,temp_max=85511
a[6935]=13,temp_max=85524
a[6936]=13,temp_max=85537
a[6937]=13,temp_max=85550
a[6938]=13,temp_max=85563
a[6939]=13,temp_max=85576
a[6940]=10,temp_max=85586
a[6941]=10,temp_max=85596
a[6942]=10,temp_max=85606
a[6943]=12,temp_max=85618
a[6944]=12,temp_max=85630
a[6945]=10,temp_max=85640
a[6946]=10,temp_max=85650
a[6947]=13,temp_max=85663
a[6948]=13,temp_max=85676
a[6949]=13,temp_max=85689
a[6950]=13,temp_max=85702
a[6951]=13,temp_max=85715
a[6952]=13,temp_max=85728
a[6953]=13,temp_max=85741
a[6954]=13,temp_max=85754
a[6955]=13,temp_max=85767
a[6956]=13,temp_max=85780
a[6957]=10,temp_max=85790
a[6958]=10,temp_max=85800
a[6959]=13,temp_max=85813
a[6960]=10,temp_max=85823
a[6961]=13,temp_max=85836
a[6962]=13,temp_max=85849
a[6963]=13,temp_max=85862
a[6964]=12,temp_max=85874
a[6965]=12,temp_max=85886
a[6966]=10,temp_max=85896
a[6967]=13,temp_max=85909
a[6968]=13,temp_max=85922
a[6969]=13,temp_max=85935
a[6970]=13,temp_max=85948
a[6971]=13,temp_max=85961
a[6972]=12,temp_max=85973
a[6973]=13,temp_max=85986
a[6974]=13,temp_max=85999
a[6975]=13,temp_max=86012
a[6976]=12,temp_max=86024
a[6977]=13,temp_max=86037
a[6978]=12,temp_max=86049
a[6979]=13,temp_max=86062
a[6980]=13,temp_max=86075
a[6981]=12,temp_max=86087
a[6982]=10,temp_max=86097
a[6983]=13,temp_max=86110
a[6984]=12,temp_max=86122
a[6985]=13,temp_max=86135
a[6986]=13,temp_max=86148
a[6987]=12,temp_max=86160
a[6988]=12,temp_max=86172
a[6989]=12,temp_max=86184
a[6990]=12,temp_max=86196
a[6991]=13,temp_max=86209
a[6992]=12,temp_max=86221
a[6993]=13,temp_max=86234
a[6994]=12,temp_max=86246
a[6995]=13,temp_max=86259
a[6996]=12,temp_max=86271
a[6997]=12,temp_max=86283
a[6998]=13,temp_max=86296
a[6999]=13,temp_max=86309
a[7000]=12,temp_max=86321
a[7001]=13,temp_max=86334
a[7002]=10,temp_max=86344
a[7003]=10,temp_max=86354
a[7004]=12,temp_max=86366
a[7005]=13,temp_max=86379
a[7006]=13,temp_max=86392
a[7007]=10,temp_max=86402
a[7008]=12,temp_max=86414
a[7009]=13,temp_max=86427
a[7010]=13,temp_max=86440
a[7011]=13,temp_max=86453
a[7012]=10,temp_max=86463
a[7013]=13,temp_max=86476
a[7014]=13,temp_max=86489
a[7015]=12,temp_max=86501
a[7016]=13,temp_max=86514
a[7017]=13,temp_max=86527
a[7018]=13,temp_max=86540
a[7019]=12,temp_max=86552
a[7020]=13,temp_max=86565
a[7021]=13,temp_max=86578
a[7022]=13,temp_max=86591
a[7023]=13,temp_max=86604
a[7024]=13,temp_max=86617
a[7025]=12,temp_max=86629
a[7026]=13,temp_max=86642
a[7027]=13,temp_max=86655
a[7028]=13,temp_max=86668
a[7029]=13,temp_max=86681
a[7030]=12,temp_max=86693
a[7031]=10,temp_max=86703
a[7032]=13,temp_max=86716
a[7033]=12,temp_max=86728
a[7034]=12,temp_max=86740
a[7035]=13,temp_max=86753
a[7036]=13,temp_max=86766
a[7037]=13,temp_max=86779
a[7038]=10,temp_max=86789
a[7039]=12,temp_max=86801
a[7040]=13,temp_max=86814
a[7041]=13,temp_max=86827
a[7042]=12,temp_max=86839
a[7043]=13,temp_max=86852
a[7044]=13,temp_max=86865
a[7045]=13,temp_max=86878
a[7046]=13,temp_max=86891
a[7047]=13,temp_max=86904
a[7048]=10,temp_max=86914
a[7049]=12,temp_max=86926
a[7050]=10,temp_max=86936
a[7051]=12,temp_max=86948
a[7052]=12,temp_max=86960
a[7053]=12,temp_max=86972
a[7054]=13,temp_max=86985
a[7055]=12,temp_max=86997
a[7056]=13,temp_max=87010
a[7057]=13,temp_max=87023
a[7058]=13,temp_max=87036
a[7059]=13,temp_max=87049
a[7060]=10,temp_max=87059
a[7061]=12,temp_max=87071
a[7062]=13,temp_max=87084
a[7063]=12,temp_max=87096
a[7064]=10,temp_max=87106
a[7065]=10,temp_max=87116
a[7066]=13,temp_max=87129
a[7067]=10,temp_max=87139
a[7068]=13,temp_max=87152
a[7069]=12,temp_max=87164
a[7070]=13,temp_max=87177
a[7071]=10,temp_max=87187
a[7072]=13,temp_max=87200
a[7073]=13,temp_max=87213
a[7074]=12,temp_max=87225
a[7075]=13,temp_max=87238
a[7076]=13,temp_max=87251
a[7077]=13,temp_max=87264
a[7078]=12,temp_max=87276
a[7079]=12,temp_max=87288
a[7080]=13,temp_max=87301
a[7081]=12,temp_max=87313
a[7082]=13,temp_max=87326
a[7083]=10,temp_max=87336
a[7084]=10,temp_max=87346
a[7085]=13,temp_max=87359
a[7086]=13,temp_max=87372
a[7087]=10,temp_max=87382
a[7088]=12,temp_max=87394
a[7089]=13,temp_max=87407
a[7090]=10,temp_max=87417
a[7091]=13,temp_max=87430
a[7092]=13,temp_max=87443
a[7093]=13,temp_max=87456
a[7094]=12,temp_max=87468
a[7095]=12,temp_max=87480
a[7096]=13,temp_max=87493
a[7097]=13,temp_max=87506
a[7098]=13,temp_max=87519
a[7099]=13,temp_max=87532
a[7100]=13,temp_max=87545
a[7101]=13,temp_max=87558
a[7102]=13,temp_max=87571
a[7103]=12,temp_max=87583
a[7104]=13,temp_max=87596
a[7105]=13,temp_max=87609
a[7106]=13,temp_max=87622
a[7107]=12,temp_max=87634
a[7108]=12,temp_max=87646
a[7109]=13,temp_max=87659
a[7110]=13,temp_max=87672
a[7111]=12,temp_max=87684
a[7112]=13,temp_max=87697
a[7113]=13,temp_max=87710
a[7114]=12,temp_max=87722
a[7115]=13,temp_max=87735
a[7116]=10,temp_max=87745
a[7117]=13,temp_max=87758
a[7118]=13,temp_max=87771
a[7119]=13,temp_max=87784
a[7120]=13,temp_max=87797
a[7121]=12,temp_max=87809
a[7122]=12,temp_max=87821
a[7123]=13,temp_max=87834
a[7124]=13,temp_max=87847
a[7125]=13,temp_max=87860
a[7126]=13,temp_max=87873
a[7127]=13,temp_max=87886
a[7128]=13,temp_max=87899
a[7129]=13,temp_max=87912
a[7130]=10,temp_max=87922
